From	To	Species	Gene Name\
ENSG00000132305	10989	Homo sapiens	inner membrane mitochondrial protein(IMMT)\
ENSG00000133639	694	Homo sapiens	BTG anti-proliferation factor 1(BTG1)\
ENSG00000048540	55885	Homo sapiens	LIM domain only 3(LMO3)\
ENSG00000110975	341359	Homo sapiens	synaptotagmin 10(SYT10)\
ENSG00000134962	152831	Homo sapiens	klotho beta(KLB)\
ENSG00000119333	89891	Homo sapiens	WD repeat domain 34(WDR34)\
ENSG00000119335	6418	Homo sapiens	SET nuclear proto-oncogene(SET)\
ENSG00000118004	78989	Homo sapiens	collectin subfamily member 11(COLEC11)\
ENSG00000132300	55037	Homo sapiens	pentatricopeptide repeat domain 3(PTCD3)\
ENSG00000037897	4234	Homo sapiens	methyltransferase like 1(METTL1)\
ENSG00000145604	6502	Homo sapiens	S-phase kinase associated protein 2(SKP2)\
ENSG00000036565	6570	Homo sapiens	solute carrier family 18 member A1(SLC18A1)\
ENSG00000118007	10274	Homo sapiens	stromal antigen 1(STAG1)\
ENSG00000204505	343070	Homo sapiens	PRAME family member 9(PRAMEF9)\
ENSG00000122986	84329	Homo sapiens	hydrogen voltage gated channel 1(HVCN1)\
ENSG00000120324	56126	Homo sapiens	protocadherin beta 10(PCDHB10)\
ENSG00000205835	647309	Homo sapiens	geminin coiled-coil domain containing(GMNC)\
ENSG00000120329	83884	Homo sapiens	solute carrier family 25 member 2(SLC25A2)\
ENSG00000205832	342346	Homo sapiens	chromosome 16 open reading frame 96(C16orf96)\
ENSG00000120327	56122	Homo sapiens	protocadherin beta 14(PCDHB14)\
ENSG00000204501	653619	Homo sapiens	PRAME family member 15(PRAMEF15)\
ENSG00000120328	56124	Homo sapiens	protocadherin beta 12(PCDHB12)\
ENSG00000146938	57502	Homo sapiens	neuroligin 4, X-linked(NLGN4X)\
ENSG00000121653	9479	Homo sapiens	mitogen-activated protein kinase 8 interacting protein 1(MAPK8IP1)\
ENSG00000205838	153657	Homo sapiens	tetratricopeptide repeat domain 23 like(TTC23L)\
ENSG00000108654	100616387	Homo sapiens	microRNA 3064(MIR3064)\
ENSG00000120322	56128	Homo sapiens	protocadherin beta 8(PCDHB8)\
ENSG00000108651	55813	Homo sapiens	UTP6, small subunit processome component(UTP6)\
ENSG00000158901	90199	Homo sapiens	WAP four-disulfide core domain 8(WFDC8)\
ENSG00000108688	6354	Homo sapiens	C-C motif chemokine ligand 7(CCL7)\
ENSG00000047249	51606	Homo sapiens	ATPase H+ transporting V1 subunit H(ATP6V1H)\
ENSG00000106028	6742	Homo sapiens	single stranded DNA binding protein 1(SSBP1)\
ENSG00000276180	8294	Homo sapiens	histone cluster 1 H4 family member i(HIST1H4I)\
ENSG00000133606	23608	Homo sapiens	makorin ring finger protein 1(MKRN1)\
ENSG00000146918	54892	Homo sapiens	non-SMC condensin II complex subunit G2(NCAPG2)\
ENSG00000122952	11130	Homo sapiens	ZW10 interacting kinetochore protein(ZWINT)\
ENSG00000121621	81930	Homo sapiens	kinesin family member 18A(KIF18A)\
ENSG00000146926	136371	Homo sapiens	ankyrin repeat and SOCS box containing 10(ASB10)\
ENSG00000122958	9559	Homo sapiens	VPS26, retromer complex component A(VPS26A)\
ENSG00000011295	54902	Homo sapiens	tetratricopeptide repeat domain 19(TTC19)\
ENSG00000108684	40	Homo sapiens	acid sensing ion channel subunit 2(ASIC2)\
ENSG00000106025	23554	Homo sapiens	tetraspanin 12(TSPAN12)\
ENSG00000108679	3959	Homo sapiens	galectin 3 binding protein(LGALS3BP)\
ENSG00000106018	7434	Homo sapiens	vasoactive intestinal peptide receptor 2(VIPR2)\
ENSG00000133612	116988	Homo sapiens	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3(AGAP3)\
ENSG00000023287	9821	Homo sapiens	RB1 inducible coiled-coil 1(RB1CC1)\
ENSG00000146909	64434	Homo sapiens	nucleolar protein with MIF4G domain 1(NOM1)\
ENSG00000134940	56	Homo sapiens	acrosomal vesicle protein 1(ACRV1)\
ENSG00000119314	9991	Homo sapiens	polypyrimidine tract binding protein 3(PTBP3)\
ENSG00000122966	100302274	Homo sapiens	microRNA 1178(MIR1178)\
ENSG00000121634	2703	Homo sapiens	gap junction protein alpha 8(GJA8)\
ENSG00000122965	9904	Homo sapiens	RNA binding motif protein 19(RBM19)\
ENSG00000146910	285888	Homo sapiens	canopy FGF signaling regulator 1(CNPY1)\
ENSG00000119318	5887	Homo sapiens	RAD23 homolog B, nucleotide excision repair protein(RAD23B)\
ENSG00000205810	3823	Homo sapiens	killer cell lectin like receptor C3(KLRC3)\
ENSG00000120306	84418	Homo sapiens	cysteine rich transmembrane module containing 1(CYSTM1)\
ENSG00000108671	5717	Homo sapiens	proteasome 26S subunit, non-ATPase 11(PSMD11)\
ENSG00000107341	54926	Homo sapiens	ubiquitin conjugating enzyme E2 R2(UBE2R2)\
ENSG00000047230	56474	Homo sapiens	CTP synthase 2(CTPS2)\
ENSG00000106012	23288	Homo sapiens	IQ motif containing E(IQCE)\
ENSG00000106013	56311	Homo sapiens	ankyrin repeat domain 7(ANKRD7)\
ENSG00000133706	51520	Homo sapiens	leucyl-tRNA synthetase(LARS)\
ENSG00000133703	3845	Homo sapiens	KRAS proto-oncogene, GTPase(KRAS)\
ENSG00000133704	10526	Homo sapiens	importin 8(IPO8)\
ENSG00000084207	2950	Homo sapiens	glutathione S-transferase pi 1(GSTP1)\
ENSG00000119401	22954	Homo sapiens	tripartite motif containing 32(TRIM32)\
ENSG00000119402	26190	Homo sapiens	F-box and WD repeat domain containing 2(FBXW2)\
ENSG00000119403	26147	Homo sapiens	PHD finger protein 19(PHF19)\
ENSG00000119408	10783	Homo sapiens	NIMA related kinase 6(NEK6)\
ENSG00000277494	338328	Homo sapiens	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1(GPIHBP1)\
ENSG00000107404	102466740	Homo sapiens	microRNA 6808(MIR6808)\
ENSG00000133710	11005	Homo sapiens	serine peptidase inhibitor, Kazal type 5(SPINK5)\
ENSG00000108733	5193	Homo sapiens	peroxisomal biogenesis factor 12(PEX12)\
ENSG00000119411	54836	Homo sapiens	B-box and SPRY domain containing(BSPRY)\
ENSG00000119414	5537	Homo sapiens	protein phosphatase 6 catalytic subunit(PPP6C)\
ENSG00000265491	27246	Homo sapiens	ring finger protein 115(RNF115)\
ENSG00000073536	54475	Homo sapiens	notchless homolog 1(NLE1)\
ENSG00000106105	2617	Homo sapiens	glycyl-tRNA synthetase(GARS)\
ENSG00000107438	9124	Homo sapiens	PDZ and LIM domain 1(PDLIM1)\
ENSG00000072201	84708	Homo sapiens	ligand of numb-protein X 1(LNX1)\
ENSG00000086848	79796	Homo sapiens	ALG9, alpha-1,2-mannosyltransferase(ALG9)\
ENSG00000106100	10392	Homo sapiens	nucleotide binding oligomerization domain containing 1(NOD1)\
ENSG00000072210	224	Homo sapiens	aldehyde dehydrogenase 3 family member A2(ALDH3A2)\
ENSG00000108759	3882	Homo sapiens	keratin 32(KRT32)\
ENSG00000277481	342372	Homo sapiens	polycystin 1 like 3, transient receptor potential channel interacting(PKD1L3)\
ENSG00000060237	65125	Homo sapiens	WNK lysine deficient protein kinase 1(WNK1)\
ENSG00000085514	29992	Homo sapiens	paired immunoglobin like type 2 receptor alpha(PILRA)\
ENSG00000121716	102466747	Homo sapiens	microRNA 6840(MIR6840)\
ENSG00000085511	4216	Homo sapiens	mitogen-activated protein kinase kinase kinase 4(MAP3K4)\
ENSG00000108702	6346	Homo sapiens	C-C motif chemokine ligand 1(CCL1)\
ENSG00000108700	6355	Homo sapiens	C-C motif chemokine ligand 8(CCL8)\
ENSG00000073598	54752	Homo sapiens	fibronectin type III domain containing 8(FNDC8)\
ENSG00000253485	56110	Homo sapiens	protocadherin gamma subfamily A, 5(PCDHGA5)\
ENSG00000072274	7037	Homo sapiens	transferrin receptor(TFRC)\
ENSG00000171903	57834	Homo sapiens	cytochrome P450 family 4 subfamily F member 11(CYP4F11)\
ENSG00000277462	93474	Homo sapiens	zinc finger protein 670(ZNF670)\
ENSG00000073578	6389	Homo sapiens	succinate dehydrogenase complex flavoprotein subunit A(SDHA)\
ENSG00000183908	219527	Homo sapiens	leucine rich repeat containing 55(LRRC55)\
ENSG00000240184	5098	Homo sapiens	protocadherin gamma subfamily C, 3(PCDHGC3)\
ENSG00000085563	5243	Homo sapiens	ATP binding cassette subfamily B member 1(ABCB1)\
ENSG00000171914	83660	Homo sapiens	talin 2(TLN2)\
ENSG00000084234	334	Homo sapiens	amyloid beta precursor like protein 2(APLP2)\
ENSG00000171916	654346	Homo sapiens	galectin 9C(LGALS9C)\
ENSG00000169609	123207	Homo sapiens	chromosome 15 open reading frame 40(C15orf40)\
ENSG00000169607	150468	Homo sapiens	cytoskeleton associated protein 2 like(CKAP2L)\
ENSG00000169605	56287	Homo sapiens	gastrokine 1(GKN1)\
ENSG00000169604	84168	Homo sapiens	anthrax toxin receptor 1(ANTXR1)\
ENSG00000073584	6605	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1(SMARCE1)\
ENSG00000000460	55732	Homo sapiens	chromosome 1 open reading frame 112(C1orf112)\
ENSG00000171931	10517	Homo sapiens	F-box and WD repeat domain containing 10(FBXW10)\
ENSG00000169612	83640	Homo sapiens	family with sequence similarity 103 member A1(FAM103A1)\
ENSG00000085552	57549	Homo sapiens	immunoglobulin superfamily member 9(IGSF9)\
ENSG00000171928	51030	Homo sapiens	trans-golgi network vesicle protein 23 homolog B(TVP23B)\
ENSG00000169618	10887	Homo sapiens	prokineticin receptor 1(PROKR1)\
ENSG00000277443	4082	Homo sapiens	myristoylated alanine rich protein kinase C substrate(MARCKS)\
ENSG00000000457	57147	Homo sapiens	SCY1 like pseudokinase 3(SCYL3)\
ENSG00000227151	729246	Homo sapiens	proline rich 20D(PRR20D)\
ENSG00000171940	7764	Homo sapiens	zinc finger protein 217(ZNF217)\
ENSG00000171942	26538	Homo sapiens	olfactory receptor family 10 subfamily H member 2(OR10H2)\
ENSG00000170604	26145	Homo sapiens	interferon regulatory factor 2 binding protein 1(IRF2BP1)\
ENSG00000216490	10437	Homo sapiens	IFI30, lysosomal thiol reductase(IFI30)\
ENSG00000169621	10887	Homo sapiens	prokineticin receptor 1(PROKR1)\
ENSG00000170606	3308	Homo sapiens	heat shock protein family A (Hsp70) member 4(HSPA4)\
ENSG00000170605	441639	Homo sapiens	olfactory receptor family 9 subfamily K member 2(OR9K2)\
ENSG00000171936	26532	Homo sapiens	olfactory receptor family 10 subfamily H member 3(OR10H3)\
ENSG00000170608	3171	Homo sapiens	forkhead box A3(FOXA3)\
ENSG00000169629	727851	Homo sapiens	RANBP2-like and GRIP domain containing 8(RGPD8)\
ENSG00000169627	654483	Homo sapiens	bolA family member 2B(BOLA2B)\
ENSG00000182600	389084	Homo sapiens	chromosome 2 open reading frame 82(C2orf82)\
ENSG00000254772	1937	Homo sapiens	eukaryotic translation elongation factor 1 gamma(EEF1G)\
ENSG00000182601	9951	Homo sapiens	heparan sulfate-glucosamine 3-sulfotransferase 4(HS3ST4)\
ENSG00000183914	146754	Homo sapiens	dynein axonemal heavy chain 2(DNAH2)\
ENSG00000241468	9551	Homo sapiens	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2(ATP5J2)\
ENSG00000183918	4068	Homo sapiens	SH2 domain containing 1A(SH2D1A)\
ENSG00000171951	7857	Homo sapiens	secretogranin II(SCG2)\
ENSG00000096264	9436	Homo sapiens	natural cytotoxicity triggering receptor 2(NCR2)\
ENSG00000171953	91647	Homo sapiens	ATP synthase mitochondrial F1 complex assembly factor 2(ATPAF2)\
ENSG00000168303	136647	Homo sapiens	M-phase specific PLK1 interacting protein(MPLKIP)\
ENSG00000170613	153745	Homo sapiens	family with sequence similarity 71 member B(FAM71B)\
ENSG00000169635	23119	Homo sapiens	HIC ZBTB transcriptional repressor 2(HIC2)\
ENSG00000171944	390054	Homo sapiens	olfactory receptor family 52 subfamily A member 5(OR52A5)\
ENSG00000168301	200845	Homo sapiens	potassium channel tetramerization domain containing 6(KCTD6)\
ENSG00000170615	375611	Homo sapiens	solute carrier family 26 member 5(SLC26A5)\
ENSG00000168300	115294	Homo sapiens	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1(PCMTD1)\
ENSG00000170619	28991	Homo sapiens	COMM domain containing 5(COMMD5)\
ENSG00000168309	11170	Homo sapiens	family with sequence similarity 107 member A(FAM107A)\
ENSG00000168306	8309	Homo sapiens	acyl-CoA oxidase 2(ACOX2)\
ENSG00000182613	285659	Homo sapiens	olfactory receptor family 2 subfamily V member 2(OR2V2)\
ENSG00000171960	10465	Homo sapiens	peptidylprolyl isomerase H(PPIH)\
ENSG00000241476	6757	Homo sapiens	SSX family member 2(SSX2)\
ENSG00000170631	7564	Homo sapiens	zinc finger protein 16(ZNF16)\
ENSG00000171962	83450	Homo sapiens	dynein regulatory complex subunit 3(DRC3)\
ENSG00000170633	80196	Homo sapiens	ring finger protein 34(RNF34)\
ENSG00000170632	83787	Homo sapiens	armadillo repeat containing 10(ARMC10)\
ENSG00000168314	4336	Homo sapiens	myelin-associated oligodendrocyte basic protein(MOBP)\
ENSG00000170624	6444	Homo sapiens	sarcoglycan delta(SGCD)\
ENSG00000171954	126410	Homo sapiens	cytochrome P450 family 4 subfamily F member 22(CYP4F22)\
ENSG00000171956	27023	Homo sapiens	forkhead box B1(FOXB1)\
ENSG00000168310	3660	Homo sapiens	interferon regulatory factor 2(IRF2)\
ENSG00000204498	4795	Homo sapiens	NFKB inhibitor like 1(NFKBIL1)\
ENSG00000169641	7798	Homo sapiens	leucine zipper protein 1(LUZP1)\
ENSG00000170627	121355	Homo sapiens	gametocyte specific factor 1(GTSF1)\
ENSG00000182621	23236	Homo sapiens	phospholipase C beta 1(PLCB1)\
ENSG00000182606	22906	Homo sapiens	trafficking kinesin protein 1(TRAK1)\
ENSG00000241484	23779	Homo sapiens	Rho GTPase activating protein 8(ARHGAP8)\
ENSG00000171970	126295	Homo sapiens	zinc finger protein 57(ZNF57)\
ENSG00000204482	7940	Homo sapiens	leukocyte specific transcript 1(LST1)\
ENSG00000204481	729528	Homo sapiens	PRAME family member 14(PRAMEF14)\
ENSG00000170634	98	Homo sapiens	acylphosphatase 2(ACYP2)\
ENSG00000253457	100507341	Homo sapiens	small integral membrane protein 18(SMIM18)\
ENSG00000254788	100529251	Homo sapiens	CKLF-CMTM1 readthrough(CKLF-CMTM1)\
ENSG00000170638	80305	Homo sapiens	TraB domain containing(TRABD)\
ENSG00000168329	1524	Homo sapiens	C-X3-C motif chemokine receptor 1(CX3CR1)\
ENSG00000183943	5613	Homo sapiens	protein kinase, X-linked(PRKX)\
ENSG00000182612	83882	Homo sapiens	tetraspanin 10(TSPAN10)\
ENSG00000215131	646174	Homo sapiens	chromosome 16 open reading frame 90(C16orf90)\
ENSG00000182636	4692	Homo sapiens	necdin, MAGE family member(NDN)\
ENSG00000155099	55529	Homo sapiens	transmembrane protein 55A(TMEM55A)\
ENSG00000000419	8813	Homo sapiens	dolichyl-phosphate mannosyltransferase subunit 1, catalytic(DPM1)\
ENSG00000155097	528	Homo sapiens	ATPase H+ transporting V1 subunit C1(ATP6V1C1)\
ENSG00000169660	284004	Homo sapiens	hexosaminidase D(HEXDC)\
ENSG00000170653	11016	Homo sapiens	activating transcription factor 7(ATF7)\
ENSG00000171984	149840	Homo sapiens	chromosome 20 open reading frame 196(C20orf196)\
ENSG00000167005	11051	Homo sapiens	nudix hydrolase 21(NUDT21)\
ENSG00000168334	165904	Homo sapiens	xin actin binding repeat containing 1(XIRP1)\
ENSG00000167004	2923	Homo sapiens	protein disulfide isomerase family A member 3(PDIA3)\
ENSG00000227115	100287225	Homo sapiens	long intergenic non-protein coding RNA 1630(LINC01630)\
ENSG00000170647	83935	Homo sapiens	transmembrane protein 133(TMEM133)\
ENSG00000168333	492307	Homo sapiens	chromosome 8 open reading frame 22(C8orf22)\
ENSG00000278705	8366	Homo sapiens	histone cluster 1 H4 family member b(HIST1H4B)\
ENSG00000254737	390264	Homo sapiens	olfactory receptor family 10 subfamily G member 4(OR10G4)\
ENSG00000155096	51582	Homo sapiens	antizyme inhibitor 1(AZIN1)\
ENSG00000183971	283869	Homo sapiens	neuropeptide W(NPW)\
ENSG00000155093	5799	Homo sapiens	protein tyrosine phosphatase, receptor type N2(PTPRN2)\
ENSG00000155090	7071	Homo sapiens	Kruppel like factor 10(KLF10)\
ENSG00000182645	374355	Homo sapiens	coiled-coil domain containing 172(CCDC172)\
ENSG00000183955	387893	Homo sapiens	lysine methyltransferase 5A(KMT5A)\
ENSG00000182628	348235	Homo sapiens	spindle and kinetochore associated complex subunit 2(SKA2)\
ENSG00000155087	4956	Homo sapiens	outer dense fiber of sperm tails 1(ODF1)\
ENSG00000171992	11346	Homo sapiens	synaptopodin(SYNPO)\
ENSG00000227124	100131827	Homo sapiens	zinc finger protein 717(ZNF717)\
ENSG00000169679	699	Homo sapiens	BUB1 mitotic checkpoint serine/threonine kinase(BUB1)\
ENSG00000228459	100129464	Homo sapiens	long intergenic non-protein coding RNA 1546(LINC01546)\
ENSG00000171988	221037	Homo sapiens	jumonji domain containing 1C(JMJD1C)\
ENSG00000171987	143501	Homo sapiens	chromosome 11 open reading frame 40(C11orf40)\
ENSG00000168348	84684	Homo sapiens	INSM transcriptional repressor 2(INSM2)\
ENSG00000230778	100131244	Homo sapiens	ankyrin repeat domain 63(ANKRD63)\
ENSG00000167014	145645	Homo sapiens	telomere repeat binding bouquet formation protein 2(TERB2)\
ENSG00000169676	1816	Homo sapiens	dopamine receptor D5(DRD5)\
ENSG00000171989	92483	Homo sapiens	lactate dehydrogenase A like 6B(LDHAL6B)\
ENSG00000254726	92312	Homo sapiens	mex-3 RNA binding family member A(MEX3A)\
ENSG00000167011	375607	Homo sapiens	N-acetyltransferase 16 (putative)(NAT16)\
ENSG00000155085	221264	Homo sapiens	adenylate kinase 9(AK9)\
ENSG00000183960	131096	Homo sapiens	potassium voltage-gated channel subfamily H member 8(KCNH8)\
ENSG00000215193	55670	Homo sapiens	peroxisomal biogenesis factor 26(PEX26)\
ENSG00000182631	51289	Homo sapiens	relaxin/insulin like family peptide receptor 3(RXFP3)\
ENSG00000183963	6525	Homo sapiens	smoothelin(SMTN)\
ENSG00000182632	414194	Homo sapiens	cyclin Y-like 2 (pseudogene)(CCNYL2)\
ENSG00000182634	390265	Homo sapiens	olfactory receptor family 10 subfamily G member 7(OR10G7)\
ENSG00000181323	374768	Homo sapiens	spermatid maturation 1(SPEM1)\
ENSG00000266733	26083	Homo sapiens	TBC1 domain family member 29(TBC1D29)\
ENSG00000181322	347736	Homo sapiens	NME/NM23 family member 9(NME9)\
ENSG00000143093	85369	Homo sapiens	striatin interacting protein 1(STRIP1)\
ENSG00000179002	80834	Homo sapiens	taste 1 receptor member 2(TAS1R2)\
ENSG00000169682	83985	Homo sapiens	sphingolipid transporter 1 (putative)(SPNS1)\
ENSG00000168350	123099	Homo sapiens	delta 4-desaturase, sphingolipid 2(DEGS2)\
ENSG00000179008	317761	Homo sapiens	chromosome 14 open reading frame 39(C14orf39)\
ENSG00000170677	9306	Homo sapiens	suppressor of cytokine signaling 6(SOCS6)\
ENSG00000170667	100271927	Homo sapiens	RAS p21 protein activator 4B(RASA4B)\
ENSG00000169689	201254	Homo sapiens	centromere protein X(CENPX)\
ENSG00000169688	4490	Homo sapiens	metallothionein 1B(MT1B)\
ENSG00000168356	11280	Homo sapiens	sodium voltage-gated channel alpha subunit 11(SCN11A)\
ENSG00000169684	1138	Homo sapiens	cholinergic receptor nicotinic alpha 5 subunit(CHRNA5)\
ENSG00000169683	201255	Homo sapiens	leucine rich repeat containing 45(LRRC45)\
ENSG00000215183	692094	Homo sapiens	microseminoprotein, prostate associated(MSMP)\
ENSG00000215182	4586	Homo sapiens	mucin 5AC, oligomeric mucus/gel-forming(MUC5AC)\
ENSG00000215187	730112	Homo sapiens	family with sequence similarity 166 member B(FAM166B)\
ENSG00000181315	79692	Homo sapiens	zinc finger protein 322(ZNF322)\
ENSG00000182667	50863	Homo sapiens	neurotrimin(NTM)\
ENSG00000215186	55889	Homo sapiens	golgin A6 family member B(GOLGA6B)\
ENSG00000183977	151649	Homo sapiens	protein phosphatase 2C like domain containing 1(PP2D1)\
ENSG00000183978	28958	Homo sapiens	cytochrome c oxidase assembly factor 3(COA3)\
ENSG00000183979	256933	Homo sapiens	neuropeptide B(NPB)\
ENSG00000181333	341208	Homo sapiens	hephaestin like 1(HEPHL1)\
ENSG00000156398	118980	Homo sapiens	sideroflexin 2(SFXN2)\
ENSG00000155066	150696	Homo sapiens	prominin 2(PROM2)\
ENSG00000156395	22986	Homo sapiens	sortilin related VPS10 domain containing receptor 3(SORCS3)\
ENSG00000169692	10555	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 2(AGPAT2)\
ENSG00000170681	347273	Homo sapiens	muscle related coiled-coil protein(MURC)\
ENSG00000170684	162979	Homo sapiens	zinc finger protein 296(ZNF296)\
ENSG00000227140	728386	Homo sapiens	ubiquitin specific peptidase 17-like family member 5(USP17L5)\
ENSG00000170683	26496	Homo sapiens	olfactory receptor family 10 subfamily A member 3(OR10A3)\
ENSG00000228474	100128731	Homo sapiens	oligosaccharyltransferase complex subunit 4, non-catalytic(OST4)\
ENSG00000168367	732275	Homo sapiens	long intergenic non-protein coding RNA 917(LINC00917)\
ENSG00000167037	129049	Homo sapiens	small G protein signaling modulator 1(SGSM1)\
ENSG00000167034	4824	Homo sapiens	NK3 homeobox 1(NKX3-1)\
ENSG00000230797	404281	Homo sapiens	YY2 transcription factor(YY2)\
ENSG00000169696	79058	Homo sapiens	ASPSCR1, UBX domain containing tether for SLC2A4(ASPSCR1)\
